date,state,fips,cases,deaths,new_cases
2020-05-18,Florida,12,46434,1996,854.0
2020-05-19,Florida,12,46936,2051,502.0
2020-05-20,Florida,12,47463,2095,527.0
2020-05-21,Florida,12,48667,2143,1204.0
2020-05-22,Florida,12,49443,2189,776.0
2020-05-23,Florida,12,50119,2232,676.0
2020-05-24,Florida,12,50859,2236,740.0
2020-05-25,Florida,12,51738,2251,879.0
2020-05-26,Florida,12,52247,2258,509.0
2020-05-27,Florida,12,52626,2318,379.0
2020-05-28,Florida,12,53277,2363,651.0
2020-05-29,Florida,12,54489,2412,1212.0
2020-05-30,Florida,12,55416,2446,927.0
2020-05-31,Florida,12,56155,2450,739.0
2020-06-01,Florida,12,56822,2459,667.0
2020-06-02,Florida,12,57439,2529,617.0
2020-06-03,Florida,12,58756,2565,1317.0
2020-06-04,Florida,12,60175,2606,1419.0
2020-06-05,Florida,12,61480,2659,1305.0
2020-06-06,Florida,12,62750,2687,1270.0
2020-06-07,Florida,12,63930,2699,1180.0
2020-06-08,Florida,12,64896,2711,966.0
2020-06-09,Florida,12,65992,2764,1096.0
2020-06-10,Florida,12,67363,2800,1371.0
2020-06-11,Florida,12,69061,2847,1698.0
2020-06-12,Florida,12,70963,2876,1902.0
2020-06-13,Florida,12,73544,2924,2581.0
2020-06-14,Florida,12,75560,2930,2016.0
2020-06-15,Florida,12,77318,2937,1758.0
2020-06-16,Florida,12,80101,2992,2783.0
2020-06-17,Florida,12,82711,3017,2610.0
2020-06-18,Florida,12,85918,3060,3207.0
2020-06-19,Florida,12,89740,3103,3822.0
2020-06-20,Florida,12,93789,3143,4049.0
2020-06-21,Florida,12,97283,3160,3494.0
2020-06-22,Florida,12,100209,3172,2926.0
2020-06-23,Florida,12,103495,3237,3286.0
2020-06-24,Florida,12,109006,3280,5511.0
2020-06-25,Florida,12,114010,3326,5004.0
2020-06-26,Florida,12,122952,3365,8942.0
2020-06-27,Florida,12,132537,3389,9585.0
2020-06-28,Florida,12,141067,3418,8530.0
2020-06-29,Florida,12,146333,3446,5266.0
2020-06-30,Florida,12,152426,3504,6093.0
2020-07-01,Florida,12,158989,3549,6563.0
2020-07-02,Florida,12,169098,3616,10109.0
2020-07-03,Florida,12,178586,3683,9488.0
2020-07-04,Florida,12,190044,3701,11458.0
2020-07-05,Florida,12,200103,3730,10059.0
2020-07-06,Florida,12,206439,3777,6336.0
2020-07-07,Florida,12,213786,3840,7347.0
2020-07-08,Florida,12,223775,3888,9989.0
2020-07-09,Florida,12,232710,4008,8935.0
2020-07-10,Florida,12,244143,4101,11433.0
2020-07-11,Florida,12,254503,4196,10360.0
2020-07-12,Florida,12,269803,4241,15300.0
2020-07-13,Florida,12,282427,4276,12624.0
2020-07-14,Florida,12,291621,4408,9194.0
2020-07-15,Florida,12,301802,4520,10181.0
2020-07-16,Florida,12,315767,4676,13965.0
2020-07-17,Florida,12,327233,4804,11466.0
2020-07-18,Florida,12,337561,4894,10328.0
2020-07-19,Florida,12,350039,4981,12478.0
2020-07-20,Florida,12,360386,5071,10347.0
2020-07-21,Florida,12,369826,5205,9440.0
2020-07-22,Florida,12,379611,5344,9785.0
2020-07-23,Florida,12,389860,5517,10249.0
2020-07-24,Florida,12,402304,5652,12444.0
2020-07-25,Florida,12,414503,5776,12199.0
2020-07-26,Florida,12,423847,5853,9344.0
2020-01-24,Illinois,17,1,0,0.0
2020-01-25,Illinois,17,1,0,0.0
2020-01-26,Illinois,17,1,0,0.0
2020-01-27,Illinois,17,1,0,0.0
2020-01-28,Illinois,17,1,0,0.0
2020-01-29,Illinois,17,1,0,0.0
2020-01-30,Illinois,17,2,0,1.0
2020-01-31,Illinois,17,2,0,0.0
2020-02-01,Illinois,17,2,0,0.0
2020-02-02,Illinois,17,2,0,0.0
2020-02-03,Illinois,17,2,0,0.0
2020-02-04,Illinois,17,2,0,0.0
2020-02-05,Illinois,17,2,0,0.0
2020-02-06,Illinois,17,2,0,0.0
2020-02-07,Illinois,17,2,0,0.0
2020-02-08,Illinois,17,2,0,0.0
2020-02-09,Illinois,17,2,0,0.0
2020-02-10,Illinois,17,2,0,0.0
2020-02-11,Illinois,17,2,0,0.0
2020-02-12,Illinois,17,2,0,0.0
2020-02-13,Illinois,17,2,0,0.0
2020-02-14,Illinois,17,2,0,0.0
2020-02-15,Illinois,17,2,0,0.0
2020-02-16,Illinois,17,2,0,0.0
2020-02-17,Illinois,17,2,0,0.0
2020-02-18,Illinois,17,2,0,0.0
2020-02-19,Illinois,17,2,0,0.0
2020-02-20,Illinois,17,2,0,0.0
2020-02-21,Illinois,17,2,0,0.0
2020-02-22,Illinois,17,2,0,0.0
2020-02-23,Illinois,17,2,0,0.0
2020-02-24,Illinois,17,2,0,0.0
2020-02-25,Illinois,17,2,0,0.0
2020-02-26,Illinois,17,2,0,0.0
2020-02-27,Illinois,17,2,0,0.0
2020-02-28,Illinois,17,2,0,0.0
2020-02-29,Illinois,17,3,0,1.0
2020-03-01,Illinois,17,3,0,0.0
2020-03-02,Illinois,17,4,0,1.0
2020-03-03,Illinois,17,4,0,0.0
2020-03-04,Illinois,17,4,0,0.0
2020-03-05,Illinois,17,5,0,1.0
2020-03-06,Illinois,17,6,0,1.0
2020-03-07,Illinois,17,6,0,0.0
2020-03-08,Illinois,17,7,0,1.0
2020-03-09,Illinois,17,11,0,4.0
2020-03-10,Illinois,17,19,0,8.0
2020-03-11,Illinois,17,25,0,6.0
2020-03-12,Illinois,17,32,0,7.0
2020-03-13,Illinois,17,46,0,14.0
2020-03-14,Illinois,17,66,0,20.0
2020-03-15,Illinois,17,94,0,28.0
2020-03-16,Illinois,17,104,0,10.0
2020-03-17,Illinois,17,159,1,55.0
2020-03-18,Illinois,17,286,1,127.0
2020-03-19,Illinois,17,420,4,134.0
2020-03-20,Illinois,17,583,5,163.0
2020-03-21,Illinois,17,751,6,168.0
2020-03-22,Illinois,17,1047,9,296.0
2020-03-23,Illinois,17,1285,12,238.0
2020-03-24,Illinois,17,1535,16,250.0
2020-03-25,Illinois,17,1874,21,339.0
2020-03-26,Illinois,17,2538,26,664.0
2020-03-27,Illinois,17,3029,37,491.0
2020-03-28,Illinois,17,3547,50,518.0
2020-03-29,Illinois,17,4615,71,1068.0
2020-03-30,Illinois,17,5070,84,455.0
2020-03-31,Illinois,17,5992,107,922.0
2020-04-01,Illinois,17,6978,146,986.0
2020-04-02,Illinois,17,7695,165,717.0
2020-04-03,Illinois,17,8904,212,1209.0
2020-04-04,Illinois,17,10357,248,1453.0
2020-04-05,Illinois,17,11276,283,919.0
2020-04-06,Illinois,17,12262,309,986.0
2020-04-07,Illinois,17,13549,384,1287.0
2020-04-08,Illinois,17,15078,464,1529.0
2020-04-09,Illinois,17,16422,534,1344.0
2020-04-10,Illinois,17,17887,607,1465.0
2020-04-11,Illinois,17,19180,682,1293.0
2020-04-12,Illinois,17,20852,727,1672.0
2020-04-13,Illinois,17,22025,800,1173.0
2020-04-14,Illinois,17,23247,878,1222.0
2020-04-15,Illinois,17,24593,958,1346.0
2020-04-16,Illinois,17,25734,1081,1141.0
2020-04-17,Illinois,17,27575,1142,1841.0
2020-04-18,Illinois,17,29160,1272,1585.0
2020-04-19,Illinois,17,30357,1302,1197.0
2020-04-20,Illinois,17,31508,1359,1151.0
2020-04-21,Illinois,17,33059,1479,1551.0
2020-04-22,Illinois,17,35108,1577,2049.0
2020-04-23,Illinois,17,36935,1696,1827.0
2020-04-24,Illinois,17,39658,1804,2723.0
2020-04-25,Illinois,17,41777,1884,2119.0
2020-04-26,Illinois,17,43903,1943,2126.0
2020-04-27,Illinois,17,45883,1992,1980.0
2020-04-28,Illinois,17,48102,2132,2219.0
2020-04-29,Illinois,17,50355,2221,2253.0
2020-04-30,Illinois,17,52918,2361,2563.0
2020-05-01,Illinois,17,56055,2464,3137.0
2020-05-02,Illinois,17,58505,2576,2450.0
2020-05-03,Illinois,17,61499,2632,2994.0
2020-05-04,Illinois,17,63840,2673,2341.0
2020-05-05,Illinois,17,65889,2843,2049.0
2020-05-06,Illinois,17,68164,2977,2275.0
2020-05-07,Illinois,17,70802,3139,2638.0
2020-05-08,Illinois,17,73688,3262,2886.0
2020-05-09,Illinois,17,76008,3362,2320.0
